stars,comment
1.0 out of 5 stars,"Hi, Think thousand time before buying. One calm night i was cuddling in jaipuri blanket while enjoying youtube on this expensive machine. Cold night and little excitement created electrostatic charge which spike though spaceBar button. that's how it went to deep sleep forever. Nothing can bring it back and i am in no mood in spending another fortune on this machine. Apple, of you (i)care, this is the least of security feature included in all electronic devices. And the best part, it was a week after Warranty expiration date.
            "
5.0 out of 5 stars,"As all know this is one of the best Macbook from Apple and high in demand. So its very productive, high in work performance and the main thing its battery backup. Charge once and use full day without any trouble.
            "
4.0 out of 5 stars,"Display, Sound quality and battery life everything upto mark..happy to buy it..packing n delivery was good too..
            "
5.0 out of 5 stars,I got this in sale for 49500 INR.Its awesome for students
3.0 out of 5 stars,"Had two MacBook Pros before. This is my first Air. Sound quality, durability, and battery life are good, just what you would expect from a Mac. The screen is not as good as the previous models, and prolonged usage hurts the eyes a bit.
            "
4.0 out of 5 stars,"Good for day to day use but not for programmers...
            "
3.0 out of 5 stars,"I bought the product because it was a MacBook Air, I am. not happy to have received a product manufactured in the year 2017."
5.0 out of 5 stars,my self long time working woth windows now i recived my first macbook air  i feel its great machine specialy salute apple for battery backup and mackbook make very slim and best for normal working like me as business manall our bust buy for this price i use i phone as long time but mackbook is best in all laptopthanks amezone for great delivery and best packing all it100% go for macbook air for this rates 09/10
1.0 out of 5 stars,"The macbook received has a faulty keyboard. The keys are taking wrong input. eg: on pressing @, the macbook is receiving "" as input. It's really irritating as there is no option to return or replace the product via Amazon. Please help ASAP. Its an expensive purchase and there is no support from Amazons end.
            "
5.0 out of 5 stars,Awesome product Purchased at a great Price 44K After Exchange at 36K 👍🏻☺️ Feeling Excited 😀
5.0 out of 5 stars,"if you're not doing any hardcore processing work like coding, video editing. MacBook Air is best for the normal everyday life use.- very good battery life- amazing OS- nice sound and video quality- processor is old but it do the work for basic tasks and doesn't heat up.If its in your budget go for it you wouldn't regret it.
            "
1.0 out of 5 stars,"We buy macbook's expecting that it will lasts at least 3 years, not in my case they are saying it will costs 46000rs to repair.. i bought this in 58000rs.. if i don't want to repair it still I've to pay 2500rs as diagnostic cost.. not recommended.."
4.0 out of 5 stars,I use this for music production and it works awesome..however the display is not so good as it should have been in a 63k laptop
1.0 out of 5 stars,Never purchase any Apple products. I bought 3 and start giving problems just after 6 months. I need to visit 4 times service station which is far 12 km. Again MacBook start acting dead after 6 more months. Mean a top priced laptop giving problems in every 6 months.I have good experiences with other brands of laptops. I hope this comment can help to save somebody’s money.
5.0 out of 5 stars,"Good purchase of mineBest for programming...Only some heating issues...but can be ignored!!
            "
1.0 out of 5 stars,"I bought MacBook air in 2017, it was working fine till last month. It suddenly stopped charging I took it apple care and was shocked to hear the feedback. They told me that the motherboard is dead and i have to buy a new motherboard. The cost was 50k ( i bought at 53k in 2017). We buy Apple products because they are meant to be long-lasting. I am really disappointed and would prefer other companies next time. They earn extra money from selling an extended warranty."
2.0 out of 5 stars,"Bought it on 9th July, stopped working / not turning power on by 4th Nov. Adding to this disappointment is - Apple's refusal to repair it under warranty stating that there is corrosion in Logic Board. Amazon also did not help. The seller - Appario - does not like to be bothered with it. Sometimes I wonder if buying electronics online is a good idea!"
1.0 out of 5 stars,I bought it last year from Amazon during Sale. It worked well for on year and then suddenly stopped working. I am unable to switch it on. I took it to service centre and they told that the logic board has to be replaced. The cost is around 45000. I am helpless. I dont want to invest more into that. I used the laptop very carefully but I think Amazon sent a defected piece on sale.
5.0 out of 5 stars,"All are Gud.. For now..
            "
4.0 out of 5 stars,"Apple,apple,apple, thats the first thing that must have flashed in you mind when you saw this product, so here i have a total breif review on the laptop...***Pros***4k Video Editing with Final Cut Pro X on this thing works like butter, there is heating issue that i am going to go to apple service center to get it checkedEveryday works like checking mail and is just gr8The Battery is just OVERPOWERED, works for around 11-12 hours on continuous work and 8-9 hours when editingThe graphics card scores 30 fps in cinebench which is not that badThe performance is also fine, 280 cb processor score on cinebenchSpeakers are really good with perfect bassDisplay brightness is 300 nits, which is fineThe Wi-Fi is extremely good, can get a network even from the living room while the router is in the bedroomVery thin and lightweightMacOS is good for School work if you know all the office applications for mac, for eg.Pages is WordMagSafe 2 is the best partGood Trackpad and Keyboard with backlightThe Storage is fast!, thanks to the M.2 based SSD!***Cons***Display, though the resolution is fairly good for a 13.3 inch display, the viewing angle is not appropriate for a 84k laptopGets heated up (Going to get it checked by apple support). Cooling not appropriate for this cpu, need a better thermal paste and fanRam management on MacOS Mojave is not good, 8 GBs of memory is not well distributed among all tasks running in backgroundMacOS is not made for gaming, you need to boot camp on this mac with Windows if you are really a hard-core gamerIntel HD integrated graphics at the price???, god damn it apple (Though its not bad, have seen GeForce 940MX at the same price)No Force trackpadBezels are way too thick in today's standardsNo thunderbolt 3 or Usb CCan't detect Android Devices until Android Device Explorer is installedThe Storage is less! (128 GB, will upgrade to 256 GB in a few years)***My Verdict***This devices is for them who want Battery and Power, and people who want to do Video Editing on Final Cut Pro X, if anyone has a heat up issue than you should Call apple Support and visit one service center immediately to get your laptop checked! Though the graphics is OK from my view, apple could have given better graphics like the radeon vega 8 graphics or Intel Iris Plus or Pro for a laptop that is so expensive! Everything else is Great! And MacOS is not that hard, i easily use both my Lenovo Gaming PC and my apple macbook air easily! Go for it if you are in the criteria I explained above! For hard-core video editing I would recommend atleast an iMac 4k or MacBook Pro Base Model because of its cooling Fan structure, Better Graphics and CPU! This Air is enough to edit 4k60fps videos but will slow down a bit in 5k60fps! While exporting the 4k60fps video the CPU and GPU went up to 104 degrees, this is the reason i am going to apple support! Thank You if you read the whole review because I spent a lot of time writing this!*Update on 8 Oct, 2019*Apple service did nothing, so I thought of doing my own service! Yes, I changed the thermal paste and dusted the fan, now, everything is running even better than ever, even the heating issua is solved! Now while exporting a 4k 60 fps video, it's just around 80 degrees, hence no thermal throttling, Yay!"
5.0 out of 5 stars,"Couldn't have received a better laptop. Look Macs aren't for gaming.  So don't expect good gameplay. but if you really wanna get a performance, it will have it for you with a little heating.it surfs like a beast. if you do casual stuff like browsing or typing, you will be surprised. the fans rarely kick in.The battery is a bomb! Provides service all around the day with medium brightness. takes around 2-3 hrs to charge and man the safe charging system rocks. you will never tip off the mac.Editing is managed like a magical spell. no issue at all. BUT DON'T EXPECT IT TO SERVE LIKE A MACBOOK PRO, IT'S AIR.in terms of style, man it will rock you. Trust me, You won't regret."
1.0 out of 5 stars,"So after a year of using it, unfortunately the smc chip and memory synchronisation is at fault. There is no manual resetting that works and the only option is to get the chips replaced which costs around 19k. So much for long lasting. Though I must say it worked like a pro for 1 year and now its time to bury it."
1.0 out of 5 stars,"The product was dead in just one and half years. Apple service is great experience but they charged Rs 2600 for checking the machine and asked another fifty-five thousand rupees for replacing the battery and board which was found to have ""issues"". Now the MacBook is with my kids😬"
4.0 out of 5 stars,- NO lags !!- Good Battery life !!- Fit for regular office works !!- Storage is 128 GB - Up grade costs more !!- Screen Quality is mediocre !!- Apple Mac Os is smooth but updates / App installations out of home country become buggy due to apple id Error !!- Expensive
4.0 out of 5 stars,"Very good as per Apple standards, only issue is very average battery life. Otherwise very convenient product with ease of operation and overall package of macbook features.
            "
1.0 out of 5 stars,"Given 1 only for the fact that in description it's mentioned that it's having Touch Id which is not there at all in this, so please correct the description and verify rest of facts also"
5.0 out of 5 stars,"Its said once an Apple user is always an apple user. I was using MAC Book Pro early 2012 and now i went for this one. Superb battery life and light weight. Being a corporate user I don't have requirement of gaming etc. Well, Storage could be a problem if you wish to keep bulk files. Else just go for it.  post installing MS office suite etc i am left with around 50GB, which i am comfortable with . If required I use my 1.5 TB external disk."
5.0 out of 5 stars,"THIS IS SOMETHING I WAITED FOR YEARS , FINALLY I GOT THIS WITH A DECENT PRICE AROUND 55K.I CANT WRITE HERE A LOT BECAUSE FEELING OF USING A MAC AND HIGH SIERRA OS IS AMAZINGBUILD QUALITY IS STRONG AND PREMIUMONLY LITTLE DISAPPOINTMENT IS SCREEN RESOLUTION GRAPHICS.OVERALL A DECENT AND CLASSY PRODUCT"
5.0 out of 5 stars,"After using windows laptops from almost 6 years I bought this machine. Initially it was hard to get used to the MacBook OS and it's features but trust me, after using it for a week you'll fall in love with MacBook.Pros:1. Sound Quality is really clear and good.2. Battery life is amazing, I use it daily for almost 2-4 hrs and I charge it only once in 2-3 days.3. Finger gestures are amazing.4. Speed ❤️. No lags whatsoever.Cons:1. Apple should have updated the 2017 MacBook with Retina display, although this display is works perfectly fine.2. To use some applications, you've to buy them. Can not use cracked version unlike windows.If you're looking for a laptop (non-gaming) within 50-60k budget which you want to use it for long term, buy this one."
5.0 out of 5 stars,"Bought this wonderful laptop during the Amazon sale on 21st September for RS.44,990 with exchange of my old laptop for Rs.5,000, cash back of Rs.1,500 on HDFC card with pay next year 6 months no cost EMI. What else do you need more than this with 8GB ram and 1.8 GHz dual core Intel core i5 ? Well built silver colour weightless sleek apple with backlit keyboard. Never have a second thought to buy this. Just go ahead...."
1.0 out of 5 stars,3 Days before I purchased this Laptop.  It is started heating after 10 mins usage (only browser).  It seems I can't raise a replacement request without apple's approval.  Worst!!!  Worst!!  Worst!!!  For this cost we can buy some other good laptop..
1.0 out of 5 stars,"I did not do any heavy work on this apple MacBook air. I was doing mostly documentation. The system started having problem within the warranty period, the battery was draining fast. Also, after one year and three months, the MLB needs to be replaced which cost around INR 48700. So if you  have not bought the extended warranty it's just too bad. Overall a bad bad product."
1.0 out of 5 stars,Just after 6 months this MAC suddenly switched off and now i have to visit service centre to repair it.No reliablity at all.Wouldn't recommended.
5.0 out of 5 stars,Iam a btech cse student  i bought this laptop for 60k● Speed of this laptop is excellent compared to my friends laptops (windos 10)Which are at  same price●performance of mac os is very fluid with out lag●and this laptop is best for programming c++/java/python/blender/etc. Ecxellent performance● meny gestures to use  sound quality is excellentIam fully satisfied about this laptop
5.0 out of 5 stars,"the worth of every penny, don't think too much for display and great wall china bezels they don't bother as the display is quit osm as I moved from dell and hp notebook screen is better in mac book  additional under 50-55k budget top one as its apple product so there never be a quality compromise, 9 to 10 hrs battery, feather-light n thin no other laptop under this budget, if apple update display to retina and reduce bezels in this model, oner 60-70k, honest review but colours on display are quite good but the super AMOLED display{samsung} u will see colour shift mainly green n red ........but u will not notice it as u compare on spot.......else osm ..."
4.0 out of 5 stars,"Awesome MacBook Air.. Didn't want to buy the newer retina versions, as they are very difficult to get repaired.. Got this one at a very good price (With Exchange).. Also genuine product.. Sr No showed online.. Warranty started the day of delivery.. Completely Satisfied..
            "
5.0 out of 5 stars,I was a windows user for more than a decade and buying MAC was a big change. As I was using iPhone so thought to try Mac instead of PC. I bought during a deal on amazon and it costed me around 55k. I received laptop in great condition and it’s working great. I bought it for work purposes not for gaming so storage doesn’t bother me. Please go for it.
1.0 out of 5 stars,Got defective product and Amazon is not ready to return/replace the laptop. It's battery is draining in 5 hours and screen quality is also too bad. Please go for other brands in cheaper price otherwise you may regret later that you could have gone for other options.
5.0 out of 5 stars,It's still best to buy in 2019Design is out-standingBattery life can be one of the reasons to buy because it literally give more than 10 hours(with internet use)Its weight is just 1.2 kg..i mean its sooo..lightweightI dont think anyone can complane against this product..Ya price is a bit high..But focus at the product they r giving to u..its the best laptop i would recommend in this price range..(50k-58k)+This is not for gaming so plz dont make a mistake to buy it for gamingScreen quality is quite a bit low(only if u are habitual of using 4k screen)Track pad works at it's best..the gestures they provide u..the shortcut of keypad u can never get in any other windows laptop
1.0 out of 5 stars,"It is out of order ......Suddenly it stopped working kindly replace itReplace it as soon as soon as possibleAs it is not physicically damaged ......it is not having single one scratch ........suddenly stopped block out screen.Kindly replace it
            "
5.0 out of 5 stars,"10/10......the best laptop in world, apple products are amazing. you will never regret it buying."
1.0 out of 5 stars,"General observation, Do not buy expensive electronics from Amazon as thy have no quality control in place/checks on their vendors. Mostly, vendors pass on defective items to customers. It is true across categories.
            "
5.0 out of 5 stars,"All good, had to learn how to use mouse pad before using it, the mouse pad can be clicked from anywhere and had to learn Mac OS, if it's too hard then I suggest to get windows OS using bootloader, and use the previous Windows key to use in here, battery life is good and light weight.
            "
5.0 out of 5 stars,"She is a monster, highly-quick, smooth as butter, quick as light, light as feathers, it brings the best of me, app launch is real quick. must buy! but every good thing has a price, and she has too!, but worth every penny you spent!
            "
1.0 out of 5 stars,"Defective keyboard. Manufacturing defect. Had to return.
            "
3.0 out of 5 stars,Got a dead pixel after 2 months of use.  Otherwise good for office use.
2.0 out of 5 stars,"this laptop stop working after one year
            "
5.0 out of 5 stars,Just love this piece! I owned a MacBook Pro before... But apart from the retina screen.. i don't miss anything else.... Just an awesome day to day performer... Open the lid n its ready to go... Amazing battery life (I've stretched it beyond 10hrs without wifi)
5.0 out of 5 stars,Excellent Apple. I have been using windows at home since more than 10 years. Switced to mac now. By just seeing the laptop one can feel the class. Awsome features in Mac. Although requires some efforts to understand mac technology if u have been using windows before. But smooth transition so far. Only thing u need to buy ms office for mac seperately.
3.0 out of 5 stars,The screen became clouded after 2 months. I didn’t understand it then. Thought it was dirt. But later I found that many customers face screen issues. Though i love mac but i would advise against this one
5.0 out of 5 stars,"It was my first Apple's Macbook. It has very good battery backup. charge it once a day and work full day. very light weight.
            "
1.0 out of 5 stars,"Bought it for college. Stopped working in a month. Now I’m stuck shuffling from service centres to college with all my assignments due.Terrible experience.
            "
5.0 out of 5 stars,"I purchased the new macbook air 128 gb on dec 31st , 2018.I am very satisfied with the product which delivered by amazon india.The battery sound and performance are very good.Its very fast weather in terms of booting process or performance as of now what i have used .Nice product. Thanks to Amazon"
5.0 out of 5 stars," Just now received...so far everything is fine ...I Love 💕 Apple 👍👍👍Recommended to go for it👍👍👍
            "
5.0 out of 5 stars,"Great portable laptop.Switching from Windows to Mac is annoying and office u have to purchase.But all benefits outweigh this . Battery life is excellent.
            "
5.0 out of 5 stars,Awesome macbook air love u appleThose who are willing to buy you can go for it don't worry about memory you can use external hardisk super speed handy to use weight less no hanging problem mine was mfd date in box 2019jun
5.0 out of 5 stars,"Excellent, intact, fast delivery.
            "
5.0 out of 5 stars,Just amazing. Got it on the great indian sale. Better to go for this one since the new ones doesnt support USB 3.0. and it i expensive. serves the purpose.
1.0 out of 5 stars,It is not working need replace mentDelivery RCD on 12th july 18  Rs 57 k with purchased on 24 emi give your solution. What to do
5.0 out of 5 stars,Got this at a very good deal during sale on amazon for 46K. It’s Apple after all and performs extremely well!! Very lightweight and sleek design as well. Sound quality is great
3.0 out of 5 stars,This review will be helpful for developers out here.1. Speed - Good2. Memory - You can opt for external HD3. Using Xcode and Android Studio at the same time - Still works well :)Everything is great with this machine except weird screen coming up on wake up and yes MEMORY :(
1.0 out of 5 stars,"Old version laptop. I was given refund where I requested for replacement with version shown in image and manufacturs product details.
            "
1.0 out of 5 stars,I dont know what is wrong with this product but I bought it on 26 th Oct and its not even 3 months. The battery has died. It asks for replacement. How worst can a product be?
1.0 out of 5 stars,"Product Dead on Arrival. Didn't work even after extensive troubleshooting. Amazon not relativity the product. Says it will take three days for someone to come and check the macbook. Policies are not at all customer froendly.
            "
1.0 out of 5 stars,"I received the laptop in comparatively low price but i am facing issue of charging with this laptop and on calling amazon support they are not responding the way they should. If you are buying laptop then after delivery check it properly and then accept otherwise return.
            "
5.0 out of 5 stars,This product is really good. When it comes to Apple taking it's laptop makes a lot more sense than taking iphone because1. Battery life of mac-book is 10-12 hrs while normal HP laptop is just 3-5 hrs.2. Sound quality is amazing3. No extra installation or upgrades required like Windows4. Comparatively virus free
1.0 out of 5 stars,"In less than six months the charger stopped functioning . Pls do not buy Mac products on amazon . When I called amazon they said we are not authorised to fix or replace Mac products . Pls call apple to resolve it yourself .
            "
2.0 out of 5 stars,"No GST Tax Invoice Received
            "
5.0 out of 5 stars,"If i do any negetive comment about this beast that would be really unfair to it..its one of a kind .light, ultra durable,,works like a charm..dont want to compare it with macbook pro.both are diff purpose machine....but one thing i have to admit the display of macbook air is far superior than any other windows laptop in this 50-60k price bracket....its too thin for a notebook ..loved it...ps:battery life is mindblowing.simply classapart"
5.0 out of 5 stars,"Amazing product ! No complaints, compatible portable laptop for every one. OS is superb. Don’t need to go beyond MacBook Air if you are looking for ultimate portable laptop. Looks wise also amazing. Very very satisfied !
            "
5.0 out of 5 stars,Apple is appleMy one year Experience with it good for DevelopersA camera is again goodPerformance is awesomei5 processor is well working 1.8ghz BetterGraphics is also awesomeGesture is awesome touchpadLooks wonderfulLightweight to carry anywhereDisadvantageNot for gamingApplication on appstore says to purchaseStorage is very less as we are paying high
5.0 out of 5 stars,"I have used windows laptop all my life but this one completely took me by surprise. Very sleek in design, lightweight and super fast. Installing office 365 was so easy.. Plus thanks to the Amazon sale I got it for 53.. So I am pretty happy with the product."
5.0 out of 5 stars,"Very good n premium laptop by apple. Macbook air is not for gaming its for professional use only ..For programmer its a right choice. Xcode runs smoothly on macbook air. Its powerful machine..
            "
5.0 out of 5 stars,"Since I'm digital marketer, I use it for all th task that I carry out every day. I don't use it for gaming and coding. The performance is good but as per the reviews, I was expecting a better battery life that's lasts for 12 hours. This one lasts for 7-8 hours. Display is not that great, not as I expected."
4.0 out of 5 stars,"Satisfied my need for a decent laptop for home and professional (web development) use.
            "
5.0 out of 5 stars,"Gaming - I don’t play as such and hence no commentScreen quality- as compared to any window laptops, Apple is way  ahead.. no comparisonBattery life - it is low & a huge area of improvement
            "
5.0 out of 5 stars,i am software developer and i am using  this as my primary laptop for projects. i am using this laptop for programming .. This is perfect laptop for students or programmers..Built quality is awesome..This laptop still worth even in 2020.
4.0 out of 5 stars,Nice laptop. Had got it for ₹44000/- just for the laptop without exchanging any old ones. Feels a little outdated now but still ok if available for around ₹44k else go for any other laptop. Display is a let down & the bezels are really boring to look at. It's an old processor but decent for normal day to day use.
5.0 out of 5 stars,I Received Apple Mac in Good Condition and its Os is Out Standing From 6th Standard I am Using Windows at Last I Switched to MAC its a Great Machine Go For it Without any Doubt ....
1.0 out of 5 stars,Purchased a Mac Book Air on 08/08/2019. It’s been 3just three months since I bought it and I am having issues with the keyboard. Took it to the authorised service center and was told that the keyboard has to be replaced. This is not the quality that I expect from any Apple product... utterly dissatisfied and disappointed with this purchase.
5.0 out of 5 stars,"Good
            "
4.0 out of 5 stars,"We are so used to of a system that we don't want to change.Tried this os and I think everything is fine...rather better.Costly? Yes...but you get quality for that.I don't know about games so no comments.
            "
5.0 out of 5 stars,"Awesome software and perfect hardware.Never slows down.Everything works perfectly
            "
1.0 out of 5 stars,"It's simply dabba product from Apple, i bought this product in 2018 and after exact one year it stopped working. And one good thing from Apple , they will not provide support like voice or chat after warranty. And if you will take this to Apple service center they will charge like anything."
5.0 out of 5 stars,"MUST HAVE LAPTOP. IT SERVES ME IN MANY THINGS. APPLE PROVIDES SOME INBUILD APPS WHICH I USE FOR DIFFERENT PURPOSES AND SAVES MY TIME AND MONEY. IT BRINGS OUT YOUR SKILLS AT DIFFERENT LEVELS.
            "
5.0 out of 5 stars,"Very robust and outstanding build quality. The product is even better in physical appearance than shown in pics. Very classy, impeccable finish. This machine is amazingly smooth and all the software and applications run lighting fast. Sound quality is also very good. The touchpad is awesome and works like breeze. Amazing product.
            "
1.0 out of 5 stars,"The laptop is defective, it turns off randomly and to restart it you have to plug in the charger even with 70% charge"
5.0 out of 5 stars,Amazing product... Off course it's apple...Using form last 8 months.... No performance related issue
1.0 out of 5 stars,"Received a defect product .My motherboard got damaged just after a year when the warranty expired .The cost of replacing motherboard is 47,000. I got it in Diwali’s sale for 50,000.The piece was damaged . Sucks . Have to sell it for a much cheaper price now ."
5.0 out of 5 stars,"After using Windows Operating system for the past 10+ years, I switched to Mac. The switch was inspired by the awesome reviews I got from my friends. I must say that they were all real and that the device and the tech is so very impressive. Be it the design,  be it the processing speed, be it the battery life......all are way ahead than that of a Windows device. I am satisfied to get the marvel of a tech in my hands. It is saving my time every now and then as I am stricken with an idea to pen a couplet, short story or poem.....I simply open the lid, note the idea and then simply close it....no need of shutting the OS down everytime. Working perfectly."
5.0 out of 5 stars,"MacBook Air is excellent. The build is super strong, the operating systems runs smooth. The trackpad and keyboard are great. The only thing that can be improved is its screen (the visuals). Not as good as expected. The hard disk is too small but if you carry an external hard disk you can solve that problem. Got it at the price of a Dell Windows laptop during Amazon sale. A great deal.
            "
